hustobc_class,source_group,identity_official_code,identity_official_reading_jtz,identity_official_status,top1_official_code,top1_similarity,top1_official_reading_jtz,top1_official_status,top1_has_jitilin_entry,is_verified_correction
Y+H/60411,Y+H,U60411,,undeciphered,U60BD2,0.6466,更,deciphered,true,false
Y+H/60413,Y+H,U60413,,undeciphered,U6175C,0.6976,六牢羊,deciphered,false,false
Y+H/60415,Y+H,U60415,置,deciphered,U60415,0.6815,置,deciphered,true,true
Y+H/60416,Y+H,U60416,,undeciphered,U60416,0.7668,,undeciphered,true,false
Y+H/60417,Y+H,U60417,,undeciphered,U614D8,0.661,示癸,deciphered,true,false
Y+H/6041A,Y+H,U6041A,,undeciphered,U602FF,0.6952,,undeciphered,false,false
Y+H/60423,Y+H,U60423,,undeciphered,U60CE0,0.6319,征,deciphered,true,false
Y+H/60429,Y+H,U60429,,undeciphered,U6175F,0.6981,羊百,deciphered,false,false
Y+H/6042C,Y+H,U6042C,,undeciphered,U6042C,0.6655,,undeciphered,true,false
Y+H/6042E,Y+H,U6042E,,undeciphered,U6043A,0.7397,逸,deciphered,unknown-if-fetch-failed,false
Y+H/60432,Y+H,U60432,,undeciphered,U60A2E,0.7219,,undeciphered,false,false
Y+H/60435,Y+H,U60435,置,deciphered,U60850,0.6582,求,deciphered,false,true
Y+H/6043B,Y+H,U6043B,,undeciphered,U6043B,0.6186,,undeciphered,false,false
Y+H/60440,Y+H,U60440,,undeciphered,U60025,0.643,叱,deciphered,false,false
Y+H/60446,Y+H,U60446,逆,deciphered,U6014F,0.6455,髭,deciphered,true,true
Y+H/6044B,Y+H,U6044B,,undeciphered,U611E8,0.71,行单,deciphered,true,false
Y+H/6044D,Y+H,U6044D,逐,deciphered,U600D9,0.6732,,undeciphered,true,true
Y+H/60450,Y+H,U60450,,undeciphered,U60E7E,0.6921,,undeciphered,true,false
Y+H/60453,Y+H,U60453,,undeciphered,U6166E,0.6493,天（大）,deciphered,true,false
Y+H/60454,Y+H,U60454,,undeciphered,U605B2,0.6254,上帝,deciphered,false,false
Y+H/60455,Y+H,U60455,,undeciphered,U60455,0.7135,,undeciphered,true,false
Y+H/60459,Y+H,U60459,,undeciphered,U607EE,0.7546,稽,deciphered,true,false
Y+H/6045B,Y+H,U6045B,,undeciphered,U6064E,0.7135,岳,deciphered,false,false
Y+H/60460,Y+H,U60460,,undeciphered,U60460,0.805,,undeciphered,true,false
Y+H/60462,Y+H,U60462,,undeciphered,U60462,0.7,,undeciphered,true,false
Y+H/60464,Y+H,U60464,,undeciphered,U60750,0.6971,莽,deciphered,true,false
Y+H/60469,Y+H,U60469,,undeciphered,U60D38,0.7257,䢔,deciphered,true,false
Y+H/6046A,Y+H,U6046A,,undeciphered,U60ACE,0.7296,,undeciphered,false,false
Y+H/6046B,Y+H,U6046B,,undeciphered,U61526,0.6745,祖庚,deciphered,true,false
Y+H/6046D,Y+H,U6046D,,undeciphered,U6046D,0.7131,,undeciphered,true,false
Y+H/60473,Y+H,U60473,,undeciphered,U6166A,0.7165,瓚,deciphered,false,false
Y+H/60475,Y+H,U60475,,undeciphered,U60475,0.7369,,undeciphered,false,false
Y+H/60476,Y+H,U60476,,undeciphered,U60A4A,0.6377,,undeciphered,true,false
Y+H/60478,Y+H,U60478,,undeciphered,U60034,0.7535,长,deciphered,true,false
Y+H/6047A,Y+H,U6047A,,undeciphered,U6041E,0.7146,正,deciphered,true,false
Y+H/6047C,Y+H,U6047C,,undeciphered,U61248,0.7247,遘,deciphered,true,false
Y+H/6047D,Y+H,U6047D,,undeciphered,U61248,0.7293,遘,deciphered,true,false
Y+H/6047F,Y+H,U6047F,,undeciphered,U60864,0.7135,屰,deciphered,unknown-if-fetch-failed,false
Y+H/60482,Y+H,U60482,,undeciphered,U61384,0.6708,乇,deciphered,false,false
Y+H/60484,Y+H,U60484,,undeciphered,U61B0C,0.6822,,undeciphered,true,false
Y+H/60485,Y+H,U60485,,undeciphered,U60D5C,0.6659,奔馬,deciphered,false,false
Y+H/60487,Y+H,U60487,围,deciphered,U61233,0.7151,,undeciphered,true,true
Y+H/6048A,Y+H,U6048A,,undeciphered,U61B08,0.642,,undeciphered,true,false
Y+H/6048B,Y+H,U6048B,,undeciphered,U6048B,0.7241,,undeciphered,true,false
Y+H/6048C,Y+H,U6048C,,undeciphered,U60941,0.6965,,undeciphered,true,false
Y+H/6048D,Y+H,U6048D,,undeciphered,U60D38,0.7373,䢔,deciphered,true,false
Y+H/6048E,Y+H,U6048E,,undeciphered,U60DE0,0.7128,,undeciphered,true,false
Y+H/6048F,Y+H,U6048F,,undeciphered,U61A04,0.7684,,undeciphered,false,false
Y+H/60490,Y+H,U60490,残疑字,deciphered,U60899,0.6996,,undeciphered,false,false
Y+H/60496,Y+H,U60496,,undeciphered,U6197B,0.6848,水,deciphered,true,false
Y+H/60497,Y+H,U60497,残疑字,deciphered,U60719,0.7476,深,deciphered,true,false
Y+H/6049B,Y+H,U6049B,,undeciphered,U60035,0.6958,,undeciphered,true,false
Y+H/604A0,Y+H,U604A0,,undeciphered,U61424,0.7116,,undeciphered,true,false
Y+H/604A1,Y+H,U604A1,,undeciphered,U6135F,0.7155,,undeciphered,true,false
Y+H/604A2,Y+H,U604A2,,undeciphered,U61545,0.7455,妣壬,deciphered,true,false
Y+H/604A3,Y+H,U604A3,,undeciphered,U6135F,0.7431,,undeciphered,true,false
Y+H/604A6,Y+H,U604A6,,undeciphered,U604B4,0.6898,㘝,deciphered,true,false
Y+H/604A8,Y+H,U604A8,,undeciphered,U6059F,0.6933,祼,deciphered,true,false
Y+H/604AB,Y+H,U604AB,,undeciphered,U61B64,0.7553,周,deciphered,true,false
Y+H/604AE,Y+H,U604AE,,undeciphered,U6014F,0.6897,髭,deciphered,true,false
Y+H/604B0,Y+H,U604B0,,undeciphered,U6050C,0.6057,,undeciphered,true,false
Y+H/604B5,Y+H,U604B5,,undeciphered,U60E61,0.6561,残疑字,deciphered,false,false
Y+H/604B6,Y+H,U604B6,,undeciphered,U60F5D,0.7189,宁,deciphered,false,false
Y+H/604B7,Y+H,U604B7,,undeciphered,U61225,0.7637,,undeciphered,false,false
Y+H/604B8,Y+H,U604B8,,undeciphered,U60D11,0.6981,,undeciphered,true,false
Y+H/604B9,Y+H,U604B9,,undeciphered,U60196,0.6696,匿,deciphered,false,false
Y+H/604BA,Y+H,U604BA,,undeciphered,U6100B,0.6408,,undeciphered,true,false
Y+H/604C1,Y+H,U604C1,,undeciphered,U61792,0.6848,六旬,deciphered,false,false
Y+H/604C2,Y+H,U604C2,,undeciphered,U6170E,0.6872,,undeciphered,false,false
Y+H/604C3,Y+H,U604C3,,undeciphered,U604C3,0.6807,,undeciphered,true,false
Y+H/604C4,Y+H,U604C4,,undeciphered,U608F2,0.6618,,undeciphered,false,false
Y+H/604C5,Y+H,U604C5,残疑字,deciphered,U60646,0.6954,焚,deciphered,true,false
Y+H/604C6,Y+H,U604C6,,undeciphered,U604C6,0.7643,,undeciphered,true,false
Y+H/604C7,Y+H,U604C7,,undeciphered,U60C45,0.7552,,undeciphered,true,false
Y+H/604C8,Y+H,U604C8,,undeciphered,U60C9C,0.6942,,undeciphered,false,false
Y+H/604C9,Y+H,U604C9,,undeciphered,U613C1,0.678,,undeciphered,false,false
Y+H/604CA,Y+H,U604CA,,undeciphered,U6166A,0.6956,瓚,deciphered,false,false
Y+H/604CB,Y+H,U604CB,,undeciphered,U6084D,0.7315,祗,deciphered,true,false
Y+H/604CC,Y+H,U604CC,,undeciphered,U60103,0.7589,汏,deciphered,true,false
Y+H/604CE,Y+H,U604CE,,undeciphered,U60637,0.6684,,undeciphered,false,false
Y+H/604CF,Y+H,U604CF,,undeciphered,U60FD6,0.6834,爵,deciphered,true,false
Y+H/604D1,Y+H,U604D1,,undeciphered,U6166A,0.7261,瓚,deciphered,false,false
Y+H/604D3,Y+H,U604D3,,undeciphered,U606C0,0.6775,沙,deciphered,true,false
Y+H/604D4,Y+H,U604D4,,undeciphered,U6112C,0.6752,事/史/使,deciphered,true,false
Y+H/604D8,Y+H,U604D8,,undeciphered,U604D8,0.7426,,undeciphered,true,false
Y+H/604DE,Y+H,U604DE,,undeciphered,U6108C,0.6255,興,deciphered,true,false
Y+H/604DF,Y+H,U604DF,,undeciphered,U617F2,0.6694,有正,deciphered,false,false
Y+H/604E3,Y+H,U604E3,,undeciphered,U61B7D,0.6787,残疑字,deciphered,false,false
Y+H/604E5,Y+H,U604E5,,undeciphered,U61A26,0.7407,尽,deciphered,false,false
Y+H/604E7,Y+H,U604E7,残疑字,deciphered,U6052C,0.631,,undeciphered,true,false
Y+H/604EC,Y+H,U604EC,,undeciphered,U60D8E,0.6795,才（在）,deciphered,true,false
Y+H/604ED,Y+H,U604ED,,undeciphered,U612B7,0.666,,undeciphered,true,false
Y+H/604EE,Y+H,U604EE,,undeciphered,U61221,0.7095,画,deciphered,true,false
Y+H/604F2,Y+H,U604F2,,undeciphered,U604A2,0.6999,,undeciphered,true,false
Y+H/604F9,Y+H,U604F9,,undeciphered,U6166F,0.7053,䍜（罩）,deciphered,false,false
Y+H/604FA,Y+H,U604FA,叔,deciphered,U613AB,0.7169,,undeciphered,false,true
Y+H/604FD,Y+H,U604FD,残疑字,deciphered,U610A4,0.7318,,undeciphered,false,false
Y+H/604FE,Y+H,U604FE,,undeciphered,U60F97,0.7325,,undeciphered,true,false
Y+H/604FF,Y+H,U604FF,,undeciphered,U60C45,0.7433,,undeciphered,true,false
Y+H/60500,Y+H,U60500,,undeciphered,U61A38,0.7203,共,deciphered,false,false
Y+H/60501,Y+H,U60501,,undeciphered,U6153D,0.6759,妣戊,deciphered,true,false
Y+H/60502,Y+H,U60502,,undeciphered,U6198D,0.6729,,undeciphered,true,false
Y+H/60503,Y+H,U60503,役,deciphered,U60D53,0.6567,遠,deciphered,true,true
Y+H/60505,Y+H,U60505,,undeciphered,U60505,0.6816,,undeciphered,true,false
Y+H/60506,Y+H,U60506,,undeciphered,U6154F,0.6792,父戊,deciphered,true,false
Y+H/60508,Y+H,U60508,,undeciphered,U60284,0.7038,媵,deciphered,true,false
Y+H/6050A,Y+H,U6050A,,undeciphered,U60E5F,0.7532,肵,deciphered,true,false
Y+H/6050B,Y+H,U6050B,,undeciphered,U6050B,0.7889,,undeciphered,false,false
Y+H/6050C,Y+H,U6050C,,undeciphered,U6050C,0.7339,,undeciphered,true,false
Y+H/6050E,Y+H,U6050E,,undeciphered,U6089D,0.6352,兆,deciphered,unknown-if-fetch-failed,false
Y+H/6050F,Y+H,U6050F,,undeciphered,U60FFD,0.6802,登,deciphered,false,false
Y+H/60510,Y+H,U60510,,undeciphered,U60510,0.699,,undeciphered,true,false
Y+H/60513,Y+H,U60513,羞,deciphered,U61547,0.6968,妣癸,deciphered,true,true
Y+H/60514,Y+H,U60514,,undeciphered,U614DD,0.6848,大丁,deciphered,true,false
Y+H/60515,Y+H,U60515,,undeciphered,U61899,0.6839,羌,deciphered,true,false
Y+H/60516,Y+H,U60516,,undeciphered,U60516,0.7608,,undeciphered,false,false
Y+H/60518,Y+H,U60518,,undeciphered,U6102D,0.6629,彭,deciphered,true,false
Y+H/60519,Y+H,U60519,,undeciphered,U600DB,0.7575,,undeciphered,false,false
Y+H/6051A,Y+H,U6051A,,undeciphered,U61066,0.6977,,undeciphered,true,false
Y+H/6051B,Y+H,U6051B,,undeciphered,U60159,0.7092,,undeciphered,true,false
Y+H/6051D,Y+H,U6051D,,undeciphered,U60380,0.6703,,undeciphered,true,false
Y+H/6051E,Y+H,U6051E,,undeciphered,U6051C,0.6877,鑿,deciphered,true,false
Y+H/6051F,Y+H,U6051F,,undeciphered,U60E65,0.6569,䜣,deciphered,true,false
Y+H/60520,Y+H,U60520,,undeciphered,U60093,0.6986,,undeciphered,true,false
Y+H/60521,Y+H,U60521,,undeciphered,U60186,0.6755,,undeciphered,true,false
Y+H/60523,Y+H,U60523,,undeciphered,U607AF,0.6801,榆,deciphered,true,false
Y+H/60525,Y+H,U60525,攴,deciphered,U60491,0.7654,又/右/有/侑/佑/佑,deciphered,true,true
Y+H/60526,Y+H,U60526,,undeciphered,U60526,0.7382,,undeciphered,false,false
Y+H/60528,Y+H,U60528,,undeciphered,U6075A,0.7184,莫（暮）,deciphered,false,false
Y+H/6052A,Y+H,U6052A,,undeciphered,U60761,0.6816,,undeciphered,false,false
Y+H/6052B,Y+H,U6052B,,undeciphered,U611FB,0.7054,,undeciphered,true,false
Y+H/6052C,Y+H,U6052C,,undeciphered,U6017E,0.6683,祝,deciphered,true,false
Y+H/6052D,Y+H,U6052D,爰,deciphered,U6053D,0.728,,undeciphered,true,true
Y+H/6052E,Y+H,U6052E,,undeciphered,U61026,0.6968,鼓,deciphered,true,false
Y+H/6052F,Y+H,U6052F,,undeciphered,U61210,0.6675,,undeciphered,true,false
Y+H/60530,Y+H,U60530,,undeciphered,U6153E,0.7136,妣己,deciphered,true,false
Y+H/60531,Y+H,U60531,残疑字,deciphered,U604A8,0.6569,,undeciphered,false,false
Y+H/60532,Y+H,U60532,,undeciphered,U60532,0.7251,,undeciphered,false,false
Y+H/60533,Y+H,U60533,,undeciphered,U606F4,0.6879,,undeciphered,false,false
Y+H/60534,Y+H,U60534,,undeciphered,U60534,0.7696,,undeciphered,false,false
Y+H/60535,Y+H,U60535,,undeciphered,U60FF9,0.6966,,undeciphered,false,false
Y+H/60537,Y+H,U60537,,undeciphered,U60537,0.7192,,undeciphered,true,false
Y+H/60538,Y+H,U60538,,undeciphered,U600E4,0.6201,㕦,deciphered,true,false
Y+H/60539,Y+H,U60539,,undeciphered,U6153A,0.737,妣丙,deciphered,true,false
Y+H/6053A,Y+H,U6053A,,undeciphered,U6154F,0.7505,父戊,deciphered,true,false
Y+H/6053B,Y+H,U6053B,,undeciphered,U608B8,0.728,,undeciphered,true,false
Y+H/6053C,Y+H,U6053C,,undeciphered,U6053C,0.808,,undeciphered,false,false
Y+H/6053D,Y+H,U6053D,,undeciphered,U61AFE,0.7434,,undeciphered,true,false
Y+H/6053E,Y+H,U6053E,,undeciphered,U60187,0.691,,undeciphered,true,false
Y+H/6053F,Y+H,U6053F,,undeciphered,U6112C,0.7534,事/史/使,deciphered,true,false
Y+H/60540,Y+H,U60540,,undeciphered,U6172F,0.6184,卅牛,deciphered,false,false
Y+H/60545,Y+H,U60545,,undeciphered,U61381,0.6211,,undeciphered,true,false
Y+H/60546,Y+H,U60546,,undeciphered,U603F0,0.707,,undeciphered,false,false
Y+H/60547,Y+H,U60547,,undeciphered,U60424,0.6991,韦,deciphered,true,false
Y+H/60548,Y+H,U60548,,undeciphered,U60548,0.7161,,undeciphered,true,false
Y+H/60549,Y+H,U60549,,undeciphered,U60650,0.7211,,undeciphered,false,false
Y+H/6054D,Y+H,U6054D,,undeciphered,U6188F,0.7041,興,deciphered,true,false
Y+H/6054E,Y+H,U6054E,,undeciphered,U60826,0.76,,undeciphered,false,false
Y+H/6054F,Y+H,U6054F,,undeciphered,U6054F,0.6781,,undeciphered,false,false
Y+H/60550,Y+H,U60550,,undeciphered,U6194D,0.7261,韦,deciphered,false,false
Y+H/60551,Y+H,U60551,,undeciphered,U60551,0.8747,,undeciphered,false,false
Y+H/60553,Y+H,U60553,,undeciphered,U6017D,0.7502,邑,deciphered,false,false
Y+H/60557,Y+H,U60557,,undeciphered,U6025E,0.7186,,undeciphered,false,false
Y+H/6055A,Y+H,U6055A,,undeciphered,U6055A,0.8013,,undeciphered,true,false
Y+H/6055E,Y+H,U6055E,,undeciphered,U6159F,0.6676,四百,deciphered,false,false
Y+H/60563,Y+H,U60563,鹵,deciphered,U60A40,0.6672,,undeciphered,false,true
Y+H/60564,Y+H,U60564,,undeciphered,U60C62,0.6991,hai,deciphered,false,false
Y+H/60565,Y+H,U60565,,undeciphered,U60F97,0.6598,,undeciphered,true,false
Y+H/60566,Y+H,U60566,,undeciphered,U60566,0.6541,,undeciphered,true,false
Y+H/60567,Y+H,U60567,,undeciphered,U60377,0.6843,,undeciphered,false,false
Y+H/6056B,Y+H,U6056B,,undeciphered,U6056B,0.8236,,undeciphered,true,false
Y+H/6056D,Y+H,U6056D,,undeciphered,U61479,0.732,庚,deciphered,false,false
Y+H/6056F,Y+H,U6056F,残疑字,deciphered,U6134A,0.7116,,undeciphered,true,false
Y+H/60570,Y+H,U60570,,undeciphered,U6056A,0.7142,,undeciphered,false,false
Y+H/60571,Y+H,U60571,,undeciphered,U615A0,0.74,五百,deciphered,false,false
Y+H/60572,Y+H,U60572,,undeciphered,U61378,0.6314,,undeciphered,true,false
Y+H/60575,Y+H,U60575,,undeciphered,U60CB1,0.6952,砅,deciphered,true,false
Y+H/60579,Y+H,U60579,,undeciphered,U60C3F,0.6193,稠,deciphered,false,false
Y+H/6057D,Y+H,U6057D,,undeciphered,U6114E,0.6886,叀,deciphered,true,false
Y+H/6057E,Y+H,U6057E,,undeciphered,U61A6F,0.7623,辰,deciphered,true,false
Y+H/6057F,Y+H,U6057F,,undeciphered,U60334,0.7077,萈,deciphered,true,false
Y+H/60580,Y+H,U60580,示,deciphered,U60570,0.7565,,undeciphered,false,true
Y+H/60581,Y+H,U60581,示,deciphered,U61B21,0.7016,黄,deciphered,true,true
Y+H/6058A,Y+H,U6058A,,undeciphered,U60580,0.6939,示,deciphered,true,false
Y+H/6058D,Y+H,U6058D,,undeciphered,U614D5,0.7074,示壬,deciphered,true,false
Y+H/6058E,Y+H,U6058E,,undeciphered,U6058E,0.6779,,undeciphered,true,false
Y+H/60591,Y+H,U60591,,undeciphered,U61997,0.7021,,undeciphered,true,false
Y+H/60594,Y+H,U60594,,undeciphered,U60594,0.6412,,undeciphered,true,false
Y+H/60596,Y+H,U60596,,undeciphered,U61997,0.7465,,undeciphered,true,false
Y+H/60597,Y+H,U60597,,undeciphered,U6083C,0.7662,束,deciphered,true,false
Y+H/605A5,Y+H,U605A5,,undeciphered,U605A5,0.7445,,undeciphered,false,false
Y+H/605A6,Y+H,U605A6,,undeciphered,U605A6,0.7226,,undeciphered,false,false
Y+H/605A7,Y+H,U605A7,,undeciphered,U605A7,0.6936,,undeciphered,false,false
Y+H/605A9,Y+H,U605A9,,undeciphered,U603E8,0.717,残疑字,deciphered,false,false
Y+H/605AD,Y+H,U605AD,,undeciphered,U605AD,0.7131,,undeciphered,false,false
Y+H/605AE,Y+H,U605AE,,undeciphered,U605AE,0.6537,,undeciphered,true,false
Y+H/605B3,Y+H,U605B3,,undeciphered,U605A8,0.6916,,undeciphered,false,false
Y+H/605B4,Y+H,U605B4,,undeciphered,U6086A,0.7591,羊,deciphered,true,false
Y+H/605B6,Y+H,U605B6,,undeciphered,U605B6,0.733,,undeciphered,true,false
Y+H/605BC,Y+H,U605BC,,undeciphered,U605BA,0.7432,帝,deciphered,true,false
Y+H/605BE,Y+H,U605BE,,undeciphered,U605BE,0.7073,,undeciphered,false,false
Y+H/605C0,Y+H,U605C0,,undeciphered,U605B8,0.7349,帝,deciphered,true,false
Y+H/605C1,Y+H,U605C1,,undeciphered,U605AB,0.6809,,undeciphered,false,false
Y+H/605C2,Y+H,U605C2,,undeciphered,U60D1A,0.7103,,undeciphered,false,false
Y+H/605C3,Y+H,U605C3,,undeciphered,U603F3,0.7643,,undeciphered,false,false
Y+H/605C6,Y+H,U605C6,,undeciphered,U60A54,0.7047,,undeciphered,false,false
Y+H/605CB,Y+H,U605CB,,undeciphered,U605CB,0.7803,,undeciphered,true,false
Y+H/605D1,Y+H,U605D1,,undeciphered,U601FD,0.7362,襄,deciphered,true,false
Y+H/605D2,Y+H,U605D2,彡（肜）日,deciphered,U60CD9,0.8194,亙,deciphered,true,true
Y+H/605D4,Y+H,U605D4,,undeciphered,U605C4,0.7787,日,deciphered,true,false
Y+H/605D5,Y+H,U605D5,,undeciphered,U605C5,0.7188,暈,deciphered,true,false
Y+H/605D9,Y+H,U605D9,,undeciphered,U6051B,0.6496,,undeciphered,false,false
Y+H/605DA,Y+H,U605DA,,undeciphered,U60424,0.6986,韦,deciphered,true,false
Y+H/605DB,Y+H,U605DB,,undeciphered,U61713,0.7734,四人,deciphered,false,false
Y+H/605DC,Y+H,U605DC,,undeciphered,U6194D,0.6616,韦,deciphered,false,false
Y+H/605DD,Y+H,U605DD,,undeciphered,U60E34,0.6373,,undeciphered,true,false
Y+H/605DE,Y+H,U605DE,,undeciphered,U61472,0.7136,己酉,deciphered,false,false
Y+H/605DF,Y+H,U605DF,,undeciphered,U60FF9,0.6848,,undeciphered,false,false
Y+H/605E7,Y+H,U605E7,明,deciphered,U60BBF,0.7457,,undeciphered,true,true
Y+H/605EA,Y+H,U605EA,名,deciphered,U60E0D,0.6949,召,deciphered,true,true
Y+H/605EB,Y+H,U605EB,,undeciphered,U605EB,0.7247,,undeciphered,true,false
Y+H/605EC,Y+H,U605EC,,undeciphered,U60FE0,0.7437,,undeciphered,false,false
Y+H/605ED,Y+H,U605ED,,undeciphered,U610F9,0.7011,恒,deciphered,true,false
Y+H/605EE,Y+H,U605EE,,undeciphered,U60E8E,0.6591,医,deciphered,false,false
Y+H/605EF,Y+H,U605EF,,undeciphered,U61089,0.6637,罝,deciphered,false,false
Y+H/605F2,Y+H,U605F2,乃,deciphered,U605F2,0.7079,乃 / 迺,deciphered,unknown-if-fetch-failed,true
Y+H/605F3,Y+H,U605F3,,undeciphered,U605F3,0.7472,,undeciphered,true,false
Y+H/605F6,Y+H,U605F6,,undeciphered,U603F5,0.7277,,undeciphered,true,false
Y+H/605F7,Y+H,U605F7,咰,deciphered,U603EB,0.7185,,undeciphered,true,true
Y+H/605F8,Y+H,U605F8,,undeciphered,U60798,0.6347,,undeciphered,false,false
Y+H/605F9,Y+H,U605F9,,undeciphered,U605F9,0.677,,undeciphered,true,false
Y+H/605FE,Y+H,U605FE,,undeciphered,U60798,0.6745,,undeciphered,false,false
Y+H/605FF,Y+H,U605FF,,undeciphered,U61439,0.6422,,undeciphered,true,false
Y+H/60600,Y+H,U60600,,undeciphered,U60488,0.6876,正（征）,deciphered,false,false
Y+H/60609,Y+H,U60609,,undeciphered,U605AB,0.6907,,undeciphered,false,false
Y+H/6060A,Y+H,U6060A,,undeciphered,U6060B,0.6615,,undeciphered,true,false
Y+H/6060B,Y+H,U6060B,,undeciphered,U60610,0.6543,雩,deciphered,true,false
Y+H/60613,Y+H,U60613,,undeciphered,U605AB,0.6903,,undeciphered,false,false
Y+H/60615,Y+H,U60615,,undeciphered,U614E9,0.6767,小甲,deciphered,true,false
Y+H/60617,Y+H,U60617,,undeciphered,U61694,0.7101,勿牢,deciphered,false,false
Y+H/60619,Y+H,U60619,,undeciphered,U61770,0.669,,undeciphered,true,false
Y+H/6061B,Y+H,U6061B,,undeciphered,U60993,0.6738,,undeciphered,true,false
Y+H/6061C,Y+H,U6061C,,undeciphered,U6061C,0.7152,,undeciphered,true,false
Y+H/6061D,Y+H,U6061D,,undeciphered,U616D6,0.6629,媵,deciphered,true,false
Y+H/6061F,Y+H,U6061F,,undeciphered,U6061F,0.7149,,undeciphered,true,false
Y+H/60621,Y+H,U60621,,undeciphered,U617CA,0.6549,雨疾,deciphered,false,false
Y+H/60622,Y+H,U60622,,undeciphered,U60615,0.6997,,undeciphered,true,false
Y+H/60623,Y+H,U60623,,undeciphered,U6060C,0.6846,雪,deciphered,true,false
Y+H/60624,Y+H,U60624,,undeciphered,U60624,0.6857,,undeciphered,true,false
Y+H/60625,Y+H,U60625,,undeciphered,U605AB,0.6362,,undeciphered,false,false
Y+H/60626,Y+H,U60626,雷,deciphered,U6183E,0.6468,残疑字,deciphered,false,true
Y+H/6062A,Y+H,U6062A,鬼日,deciphered,U60C73,0.7309,鬼,deciphered,true,true
Y+H/6062C,Y+H,U6062C,,undeciphered,U6062C,0.753,,undeciphered,true,false
Y+H/6062D,Y+H,U6062D,,undeciphered,U6062D,0.7599,,undeciphered,true,false
Y+H/6062E,Y+H,U6062E,,undeciphered,U6095A,0.77,,undeciphered,true,false
Y+H/60634,Y+H,U60634,,undeciphered,U60634,0.6349,,undeciphered,false,false
Y+H/60635,Y+H,U60635,,undeciphered,U604C2,0.7102,,undeciphered,true,false
Y+H/60639,Y+H,U60639,,undeciphered,U60639,0.6609,,undeciphered,false,false
Y+H/6063A,Y+H,U6063A,,undeciphered,U60E0E,0.6552,召,deciphered,true,false
Y+H/6063B,Y+H,U6063B,,undeciphered,U615A4,0.6548,八百,deciphered,false,false
Y+H/6063D,Y+H,U6063D,残疑字,deciphered,U613DC,0.6298,,undeciphered,false,false
Y+H/6063E,Y+H,U6063E,,undeciphered,U60DAA,0.6196,,undeciphered,true,false
Y+H/6063F,Y+H,U6063F,,undeciphered,U60293,0.6895,汝,deciphered,true,false
Y+H/60644,Y+H,U60644,,undeciphered,U617F9,0.6682,米帝,deciphered,false,false
Y+H/60645,Y+H,U60645,,undeciphered,U6045F,0.7011,,undeciphered,true,false
Y+H/60647,Y+H,U60647,,undeciphered,U60647,0.6321,,undeciphered,true,false
Y+H/6064A,Y+H,U6064A,,undeciphered,U6100D,0.6739,,undeciphered,false,false
Y+H/6064F,Y+H,U6064F,,undeciphered,U60FB4,0.6854,獻,deciphered,true,false
Y+H/60652,Y+H,U60652,,undeciphered,U6034F,0.6227,監,deciphered,true,false
Y+H/60654,Y+H,U60654,,undeciphered,U6166A,0.6097,瓚,deciphered,false,false
Y+H/60658,Y+H,U60658,,undeciphered,U60655,0.6258,赤,deciphered,true,false
Y+H/6065A,Y+H,U6065A,,undeciphered,U60424,0.7267,韦,deciphered,true,false
Y+H/6065B,Y+H,U6065B,,undeciphered,U61577,0.6611,高祖亥,deciphered,false,false
Y+H/6065C,Y+H,U6065C,,undeciphered,U6166A,0.5765,瓚,deciphered,false,false
Y+H/6065D,Y+H,U6065D,岳,deciphered,U6124C,0.6637,,undeciphered,false,true
Y+H/6065E,Y+H,U6065E,岳,deciphered,U60F6B,0.6345,雪,deciphered,false,true
Y+H/6065F,Y+H,U6065F,,undeciphered,U6065F,0.6638,,undeciphered,false,false
Y+H/60660,Y+H,U60660,,undeciphered,U60659,0.5722,,undeciphered,false,false
Y+H/60661,Y+H,U60661,,undeciphered,U61788,0.6046,焚,deciphered,true,false
Y+H/60662,Y+H,U60662,,undeciphered,U61A34,0.6262,履,deciphered,false,false
Y+H/60663,Y+H,U60663,,undeciphered,U60663,0.6416,,undeciphered,true,false
Y+H/60664,Y+H,U60664,,undeciphered,U6034F,0.6519,監,deciphered,true,false
Y+H/60667,Y+H,U60667,焚,deciphered,U60667,0.6737,焚,deciphered,true,true
Y+H/60668,Y+H,U60668,,undeciphered,U60F6B,0.6546,雪,deciphered,false,false
Y+H/6066A,Y+H,U6066A,,undeciphered,U601A7,0.6276,鄉（饗）,deciphered,true,false
Y+H/6066B,Y+H,U6066B,,undeciphered,U6066B,0.6545,,undeciphered,true,false
Y+H/6066C,Y+H,U6066C,,undeciphered,U60477,0.6142,腹,deciphered,false,false
Y+H/6066F,Y+H,U6066F,,undeciphered,U6194D,0.6502,韦,deciphered,false,false
Y+H/60670,Y+H,U60670,,undeciphered,U6017C,0.6776,邑,deciphered,true,false
Y+H/60673,Y+H,U60673,,undeciphered,U60382,0.6622,残疑字,deciphered,false,false
Y+H/60675,Y+H,U60675,,undeciphered,U60675,0.6654,,undeciphered,true,false
Y+H/60677,Y+H,U60677,,undeciphered,U61349,0.6904,,undeciphered,true,false
Y+H/60678,Y+H,U60678,,undeciphered,U6067A,0.6235,岳,deciphered,false,false
Y+H/6067B,Y+H,U6067B,,undeciphered,U607FC,0.6361,残疑字,deciphered,false,false
Y+H/6067C,Y+H,U6067C,,undeciphered,U6067C,0.7046,,undeciphered,true,false
Y+H/6067E,Y+H,U6067E,岳,deciphered,U6068D,0.7162,,undeciphered,false,true
